Paper,DOI,Publication Year,Corresponding Author,Email,Physical Address,Analyte Polymer,Critical Component,Architecture,Critical Condition Basis,Column Name,Stationary Phase Chemistry,Column Mode,Pore Size,Column Dimensions,Mobile Phase Solvents,Mobile Phase Ratio,Mobile Phase Ratio Units,Aqueous pH,Aqueous Salt Added,Aqueous Salt Type,Aqueous Salt Concentration,Temperature (°C),Flow Rate,Detector,Consensus Confidence,Qwen Confidence,Mistral Confidence,Evidence: Critical Condition,Evidence: Critical Component,Evidence: Column Name,Evidence: Mobile Phase Solvents,Evidence: Mobile Phase Ratio,Evidence: Temperature,Evidence: Pore Size,Evidence: Flow Rate,Notes
[262] Girod2008.pdf,10.1002/rcm.3796,2008,Laurence Charles,laurence.charles@univ-provence.fr,"Universite´s Aix-Marseille I, II & III – CNRS, UMR 6264: Laboratoire Chimie Provence, Spectrome´tries Applique´es a` la Chimie Structurale, F-13397 Marseille Cedex 20, France",SG1-capped PEO-b-PS,poly(ethylene oxide),diblock,critical conditions,octadecyl-silica Equisil,octadecyl-silica,Reversed Phase,100 A,150 x 4 mm,"MeOH, water",88.8:11.2,% v/v,,True,LiCl,1 mM,25,1 mL/min,ESI-MS,explicit,explicit,explicit,critical conditions,poly(ethylene oxide),octadecyl-silica Equisil,MeOH/water,88.8:11.2 (% v/v),25 8C,100 A,1 mL/min,Analysis of copolymer using critical conditions established for the PEO block. Separation based on PS block size.
[274] Girod2009.pdf,10.1039/b9ay00118b,2009,Laurence Charles,laurence.charles@univ-provence.fr,"Universités Aix-Marseille I, II et III – CNRS, UMR 6264: Laboratoire Chimie Provence, Spectrométries Appliquées à la Chimie Structurale, F-13397 Marseille, France",poly(ethylene glycol),poly(ethylene glycol),linear,critical composition of the MeOH–water eluent,octadecylsilica EQUISIL,octadecylsilica,Reversed Phase,100 Å,150 x 4 mm,"methanol, water",88.8:11.2,"%, v/v",,True,LiCl,1.0 mM,25,1 mL min⁻¹,ESI-MS,explicit,explicit,explicit,critical conditions are defined as the experimental settings at which effects due to size exclusion and interaction mechanisms compensate each other.,poly(ethylene glycol),octadecylsilica EQUISIL,MeOH–water,"88.8:11.2 (%, v/v)",25 °C,pore diameter: 100 Å,flow-rate: 1 mL min⁻¹,"Critical conditions established with LiCl. The text notes that changing the cation (e.g., to Cs+) shifts the elution volume, meaning critical conditions are not maintained for other salts on this column."
[274] Girod2009.pdf,10.1039/b9ay00118b,2009,Laurence Charles,laurence.charles@univ-provence.fr,"Universités Aix-Marseille I, II et III – CNRS, UMR 6264: Laboratoire Chimie Provence, Spectrométries Appliquées à la Chimie Structurale, F-13397 Marseille, France",poly(ethylene glycol),poly(ethylene glycol),linear,critical conditions are defined as the experimental settings at which effects due to size exclusion and interaction mechanisms compensate each other.,amino-silica NUCLEOSIL,amino-silica,Normal Phase,100 Å,250 x 4.6 mm,"methanol, water",93.5:6.5,"%, v/v",,True,LiCl,1 mM,25,1 mL min⁻¹,ESI-MS,explicit,explicit,explicit,critical conditions are defined as the experimental settings at which effects due to size exclusion and interaction mechanisms compensate each other.,poly(ethylene glycol),amino-silica NUCLEOSIL,MeOH–water,"93.5:6.5 (%, v/v)",25 °C,pore diameter: 100 Å,flow-rate: 1 mL min⁻¹,"Critical conditions established with LiCl. The text notes that changing the cation (e.g., to Cs+) shifts the elution volume, meaning critical conditions are not maintained for other salts on this column."
[277] Malik2010.pdf,10.1016/j.aca.2009.11.017,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PBO,PBO,linear,Critical conditions for PBO were realized in 88 wt% THF–water,Spherisorb ODS2,octadecyl,Reversed Phase,80 Å,250 mm × 10 mm,"THF, water",88 wt% THF–water,wt%,,False,,,25.0,2.0 mL min⁻¹,DDS 70 density detection system combined with SICON LCD 201 RI detector,explicit,explicit,missed,Critical conditions for PBO were realized in 88 wt% THF–water,Critical conditions for PBO were realized in 88 wt% THF–water,"Spherisorb ODS2 (250 mm × 10 mm, 5 µm, 80 Å)",88 wt% THF–water,88 wt% THF–water,25.0°C for LCCC,80 Å,2.0 mL min⁻¹,"Semi-preparative LCCC used as first dimension for fractionation. Column ID > 8mm, but used for analytical characterization of critical conditions in the context of the study."
[277] Malik2010.pdf,10.1016/j.aca.2009.11.017,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PHO,PHO,linear,Critical conditions for PHO in 92 wt% THF–water,Spherisorb ODS2,octadecyl,Reversed Phase,80 Å,250 mm × 10 mm,"THF, water",92 wt% THF–water,wt%,,False,,,25.0,2.0 mL min⁻¹,DDS 70 density detection system combined with SICON LCD 201 RI detector,explicit,explicit,missed,Critical conditions for PHO in 92 wt% THF–water,Critical conditions for PHO in 92 wt% THF–water,"Spherisorb ODS2 (250 mm × 10 mm, 5 µm, 80 Å)",92 wt% THF–water,92 wt% THF–water,25.0°C for LCCC,80 Å,2.0 mL min⁻¹,Semi-preparative LCCC used as first dimension for fractionation.
[277] Malik2010.pdf,10.1016/j.aca.2009.11.017,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PEO,PEO,linear,Critical conditions for PEO exist at 75.7 wt% acetone–water,Nucleosil 100-5 OH,diol,Normal Phase,100 Å,4.6 mm × 250 mm,"acetone, water",75.7 wt% acetone–water,wt%,,False,,,25.0,0.5 mL min⁻¹,RI 2414 or SEDEX 45 ELSD coupled with DDS 70,explicit,explicit,missed,Critical conditions for PEO exist at 75.7 wt% acetone–water,Critical conditions for PEO exist at 75.7 wt% acetone–water,"Nucleosil 100-5 OH 5 µm, silica-based diol phase; 4.6 mm × 250 mm",75.7 wt% acetone–water,75.7 wt% acetone–water,25.0°C for LCCC,100 Å,0.5 mL min⁻¹,Analytical LCCC used as second dimension.
[277] Malik2010.pdf,10.1016/j.aca.2009.11.017,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",MeO-PEO1100-b-PBO,PBO,diblock,LCCC,Spherisorb ODS2,C18,Reversed Phase,80 Å,250 mm × 10 mm,"THF, water",88.23 wt%,wt%,,False,,,25.0,2.0 mL min⁻¹,SICON LCD 201 RI detector,explicit,missed,explicit,LCCC of MeO-PeO1100-b-PBO in 88.23 wt% THF (CAP of PBO),PBO,Spherisorb ODS2 prep.,THF,88.23 wt% THF,25.0°C,80 Å,2.0 mL min⁻¹,
[277] Malik2010.pdf,10.1016/j.aca.2009.11.017,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",MeO-PEO1100-b-PHO,PHO,diblock,LCCC,Spherisorb ODS2,C18,Reversed Phase,80 Å,250 mm × 10 mm,"THF, water",92.23 wt%,wt%,,False,,,25.0,2.0 mL min⁻¹,SICON LCD 201 RI detector,explicit,missed,explicit,LCCC of MeO-PeO1100-b-PHO in 92.23 wt% THF (CAP of PHO),PHO,Spherisorb ODS2 prep.,THF,92.23 wt% THF,25.0°C,80 Å,2.0 mL min⁻¹,
[277] Malik2010.pdf,10.1016/j.aca.2009.11.017,2010,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",MeO-PEO1100-b-PBO,PEO,diblock,LCCC,Nucleosil 100-5 OH,diol,Normal Phase,100 Å,4.6 mm × 250 mm,"acetone, water",75.7 wt%,wt%,,False,,,25.0,0.5 mL min⁻¹,RI 2414,explicit,missed,explicit,"Separation of block copolymers (fraction 1, from Fig. 3); from PEO at CAP of PEO and exclusion for hydrophobic moiety.",PEO,"Nucleosil 100-5 OH 5 μm, silica-based diol phase; 4.6 mm × 250 mm; particle diameter: 5 μm; pore diameter: 100 Å",acetone,75.7 wt% acetone–water,25.0°C,100 Å,0.5 mL min⁻¹,
[285] Bashir2005.pdf,10.1016/j.polymer.2005.02.080,2005,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PMMA,PMMA,,elution independent of molar mass,Nucleosil bare silica,bare silica,Normal Phase,1000 A,250x4.0 mm i.d.,"Toluene, THF",37.20% THF,% v/v,,False,,,35,1 ml/min,ELSD,explicit,explicit,explicit,For high molar mass polymers we found this composition to be close to the critical composition determined by isocratic experiments.,PMMA,"Nucleosil bare silica, particle size 7 mm, pore diameter 1000 A, column dimensions 250x4.0 mm i.d.",THF/Toluene,37% THF,35 °C,1000 A,1 ml/min,Critical composition determined by isocratic runs after gradient estimation. Table 2 lists 37.20% THF as the actual critical composition.
[285] Bashir2005.pdf,10.1016/j.polymer.2005.02.080,2005,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG,PEG,,elution independent of molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250x4.6 mm i.d.,"Water, Methanol",83% MeOH,% v/v,,False,,,35,1 ml/min,ELSD,explicit,explicit,explicit,"The critical composition, as determined by the crossing of the lines corresponding to different molar mass, is 83% MeOH.",PEG,"Nucleosil C18, particle size 5 mm, pore diameter 300 A, column dimensions 250x4.6 mm i.d.",MeOH/Water,83% MeOH,35 °C,300 A,1 ml/min,Critical composition determined by isocratic runs. Table 2 lists 83.00% MeOH as the actual critical composition.
[285] Bashir2005.pdf,10.1016/j.polymer.2005.02.080,2005,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PMMA,PMMA,,elution independent of molar mass,Chromolith Si,bare silica,Normal Phase,130 A,100x4.6 mm i.d.,"c-hexane, MEK",70.4% MEK,% v/v,,False,,,35,1 ml/min,ELSD,explicit,explicit,explicit,The critical composition found by us coincides nicely with results of Berek in a similar system.,PMMA,"Chromolith Si, mesopores 130 A, 2 mm macropores, 100x4.6 mm i.d.",MEK/c-hexane,70.4% MEK,35 °C,130 A,1 ml/min,Critical composition determined by isocratic runs. Table 2 lists 70.60% MEK as the actual critical composition.
[285] Bashir2005.pdf,10.1016/j.polymer.2005.02.080,2005,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PnBMA,PnBMA,,elution independent of molar mass,Chromolith Si,bare silica,Normal Phase,130 A,100x4.6 mm i.d.,"c-hexane, MEK",13.55% MEK,% v/v,,False,,,35,1 ml/min,ELSD,explicit,explicit,explicit,The critical composition found by us coincides nicely with results of Berek in a similar system.,PnBMA,"Chromolith Si, mesopores 130 A, 2 mm macropores, 100x4.6 mm i.d.",MEK/c-hexane,13.55% MEK,35 °C,130 A,1 ml/min,Critical composition determined by isocratic runs. Table 2 lists 17.90% MEK as the actual critical composition.
[285] Bashir2005.pdf,10.1016/j.polymer.2005.02.080,2005,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PtBMA,PtBMA,,elution independent of molar mass,Chromolith Si,bare silica,Normal Phase,130 A,100x4.6 mm i.d.,"c-hexane, MEK",16.95% MEK,% v/v,,False,,,35,1 ml/min,ELSD,explicit,explicit,explicit,The critical composition found by us coincides nicely with results of Berek in a similar system.,PtBMA,"Chromolith Si, mesopores 130 A, 2 mm macropores, 100x4.6 mm i.d.",MEK/c-hexane,16.95% MEK,35 °C,130 A,1 ml/min,Critical composition determined by isocratic runs. Table 2 lists 18.60% MEK as the actual critical composition.
[285] Bashir2005.pdf,10.1016/j.polymer.2005.02.080,2005,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PDMA,PDMA,,elution independent of molar mass,Chromolith Si,bare silica,Normal Phase,130 A,100x4.6 mm i.d.,"c-hexane, MEK",5.37% MEK,% v/v,,False,,,35,1 ml/min,ELSD,explicit,explicit,explicit,The critical composition found by us coincides nicely with results of Berek in a similar system.,PDMA,"Chromolith Si, mesopores 130 A, 2 mm macropores, 100x4.6 mm i.d.",MEK/c-hexane,5.37% MEK,35 °C,130 A,1 ml/min,Critical composition determined by isocratic runs. Table 2 lists 4.00% MEK as the actual critical composition.
[290] Wei2016.pdf,10.1016/j.chroma.2016.04.035,2016,X.-L. Jiang,xljiang@whu.edu.cn; xljiang118@hotmail.com,"Key Laboratory of Biomedical Polymers of Ministry of Education and Department of Chemistry, Wuhan University, Luojia Hill, Wuhan 430072, PR China",PEG 2k,PEG backbone,linear,LCCC for PEG backbone,XB-Phenyl,phenyl,Reversed Phase,300 Å,250 x 4.6 mm,"acetonitrile, water",45:55,vol%,,True,ammonium acetate,2 mmol/L,30,0.5 mL/min,ELSD,explicit,explicit,missed,"Critical composition for PEG was found at 45% acetonitrile in water at 30[◦] C. At this critical composition, nearly identical elution time for the lower molar mass PEG 2k and the higher molar mass PEG 6k was obtained",LCCC for PEG backbone,XB-Phenyl column,acetonitrile in water,45% acetonitrile in water,30[◦] C,300 Å pore size,flow-rate 0.5 mL/min,Condition established for PEG backbone to separate amino-functionalized PEGs independent of molar mass.
[290] Wei2016.pdf,10.1016/j.chroma.2016.04.035,2016,X.-L. Jiang,xljiang@whu.edu.cn; xljiang118@hotmail.com,"Key Laboratory of Biomedical Polymers of Ministry of Education and Department of Chemistry, Wuhan University, Luojia Hill, Wuhan 430072, PR China",PEG 4k,PEG backbone,linear,LCCC for PEG backbone,XB-Phenyl,phenyl,Reversed Phase,300 Å,250 x 4.6 mm,"acetonitrile, water",45:55,vol%,,True,ammonium acetate,2 mmol/L,30,0.5 mL/min,ELSD,explicit,explicit,missed,"Critical composition for PEG was found at 45% acetonitrile in water at 30[◦] C. At this critical composition, nearly identical elution time for the lower molar mass PEG 2k and the higher molar mass PEG 6k was obtained",LCCC for PEG backbone,XB-Phenyl column,acetonitrile in water,45% acetonitrile in water,30[◦] C,300 Å pore size,flow-rate 0.5 mL/min,Condition established for PEG backbone to separate amino-functionalized PEGs independent of molar mass.
[290] Wei2016.pdf,10.1016/j.chroma.2016.04.035,2016,X.-L. Jiang,xljiang@whu.edu.cn; xljiang118@hotmail.com,"Key Laboratory of Biomedical Polymers of Ministry of Education and Department of Chemistry, Wuhan University, Luojia Hill, Wuhan 430072, PR China",PEG 6k,PEG backbone,linear,LCCC for PEG backbone,XB-Phenyl,phenyl,Reversed Phase,300 Å,250 x 4.6 mm,"acetonitrile, water",45:55,vol%,,True,ammonium acetate,2 mmol/L,30,0.5 mL/min,ELSD,explicit,explicit,missed,"Critical composition for PEG was found at 45% acetonitrile in water at 30[◦] C. At this critical composition, nearly identical elution time for the lower molar mass PEG 2k and the higher molar mass PEG 6k was obtained",LCCC for PEG backbone,XB-Phenyl column,acetonitrile in water,45% acetonitrile in water,30[◦] C,300 Å pore size,flow-rate 0.5 mL/min,Condition established for PEG backbone to separate amino-functionalized PEGs independent of molar mass.
[290] Wei2016.pdf,10.1016/j.chroma.2016.04.035,2016,X.-L. Jiang,xljiang@whu.edu.cn; xljiang118@hotmail.com,"Key Laboratory of Biomedical Polymers of Ministry of Education and Department of Chemistry, Wuhan University, Luojia Hill, Wuhan 430072, PR China",PEG 2k,PEG backbone,linear,LCCC for PEG backbone,Shodex-C18,C18,Reversed Phase,100 Å,250 x 4.6 mm,"acetonitrile, water",40:60,vol%,,True,ammonium acetate,2 mmol/L,25,0.5 mL/min,ELSD,explicit,explicit,missed,The LCCC for PEG on another silica-based reversed-phase packing column Shodex-C18 column was obtained with the mobile phase 40%vol acetonitrile in water at 25[◦] C,LCCC for PEG backbone,Shodex-C18 column,acetonitrile in water,40%vol acetonitrile in water,25[◦] C,100 Å pore size,flow-rate 0.5 mL/min,Condition established for PEG backbone to separate amino-functionalized PEGs independent of molar mass.
[290] Wei2016.pdf,10.1016/j.chroma.2016.04.035,2016,X.-L. Jiang,xljiang@whu.edu.cn; xljiang118@hotmail.com,"Key Laboratory of Biomedical Polymers of Ministry of Education and Department of Chemistry, Wuhan University, Luojia Hill, Wuhan 430072, PR China",PEG 4k,PEG backbone,linear,LCCC for PEG backbone,Shodex-C18,C18,Reversed Phase,100 Å,250 x 4.6 mm,"acetonitrile, water",40:60,vol%,,True,ammonium acetate,2 mmol/L,25,0.5 mL/min,ELSD,explicit,explicit,missed,The LCCC for PEG on another silica-based reversed-phase packing column Shodex-C18 column was obtained with the mobile phase 40%vol acetonitrile in water at 25[◦] C,LCCC for PEG backbone,Shodex-C18 column,acetonitrile in water,40%vol acetonitrile in water,25[◦] C,100 Å pore size,flow-rate 0.5 mL/min,Condition established for PEG backbone to separate amino-functionalized PEGs independent of molar mass.
[290] Wei2016.pdf,10.1016/j.chroma.2016.04.035,2016,X.-L. Jiang,xljiang@whu.edu.cn; xljiang118@hotmail.com,"Key Laboratory of Biomedical Polymers of Ministry of Education and Department of Chemistry, Wuhan University, Luojia Hill, Wuhan 430072, PR China",PEG 6k,PEG backbone,linear,LCCC for PEG backbone,Shodex-C18,C18,Reversed Phase,100 Å,250 x 4.6 mm,"acetonitrile, water",40:60,vol%,,True,ammonium acetate,2 mmol/L,25,0.5 mL/min,ELSD,explicit,explicit,missed,The LCCC for PEG on another silica-based reversed-phase packing column Shodex-C18 column was obtained with the mobile phase 40%vol acetonitrile in water at 25[◦] C,LCCC for PEG backbone,Shodex-C18 column,acetonitrile in water,40%vol acetonitrile in water,25[◦] C,100 Å pore size,flow-rate 0.5 mL/min,Condition established for PEG backbone to separate amino-functionalized PEGs independent of molar mass.
[295] Malik2009.pdf,10.1016/j.chroma.2009.07.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PPG,PPG,linear,Critical conditions for PPG on the Prodigy ODS3 column in THF–water,Prodigy ODS3,silica-based octadecyl phase,Reversed Phase,100 Å,250 mm × 4.6 mm,"THF, water",81 to 85 wt% THF,wt%,,False,,,25.0,0.5 ml/min,ELSD,explicit,explicit,missed,"As can be seen in Fig. 4, PPGs elute sufficiently close to critical conditions at a range between 81 and 85 wt% THF.",Critical conditions for PPG on the Prodigy ODS3 column in THF–water,Reversed phase column used for LCCC on analytical scale was Prodigy ODS3,THF–water mobile phases,81 and 85 wt% THF,25.0[•] C for LCCC,nominal pore size = 100 Å,0.5 ml/min,Range provided for PPG critical conditions on analytical column.
[295] Malik2009.pdf,10.1016/j.chroma.2009.07.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PPO,PPO,linear,CAP of PPO on Spherisorb ODS2 in 81.14 wt% THF,Spherisorb ODS2,silica-based octadecyl phase,Reversed Phase,80 Å,300 mm × 25 mm,"THF, water",81.14 wt% THF,wt%,,False,,,25.0,2.0 ml/min,density detection system DDS 70,explicit,explicit,missed,LCCC of a diblock copolymer (MeO-PEG 2000-b-PPO) on Spherisorb ODS2 (semipreparative) in 81.14 wt% THF (CAP of PPO),CAP of PPO,Spherisorb ODS2,THF–water mobile phases,81.14 wt% THF,25.0[•] C for LCCC,80 Å,2.0 ml/min,Semipreparative column used for LCCC analysis (not fractionation) as indicated by the text 'A similar separation is also possible on a semipreparative column... individual peaks are sufficiently resolved'.
[295] Malik2009.pdf,10.1016/j.chroma.2009.07.067,2009,Muhammad Imran Malik; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",EO–PO diblock copolymers,PPO,diblock,LCCC,Prodigy ODS3,octadecyl phase,Reversed Phase,100 Å,250 mm × 4.6 mm,"THF, water",84.99 wt% THF,wt%,,False,,,25.0,0.5 ml/min,RI 2414,explicit,missed,explicit,"LCCC of PPO should be used in the first dimension, which allows a separation according to functionality.",PPO,Prodigy ODS3,THF–water,84.99 wt% THF,25.0,100 Å,0.5 ml/min,
[295] Malik2009.pdf,10.1016/j.chroma.2009.07.067,2009,Muhammad Imran Malik; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",EO–PO diblock copolymers,PPO,diblock,LCCC,Spherisorb ODS2,octadecyl phase,Reversed Phase,80 Å,300 mm × 25 mm,"THF, water",81.14 wt% THF,wt%,,False,,,25.0,2.0 ml/min,SICON LCD 201 RI detector,explicit,missed,explicit,"LCCC of PPO should be used in the first dimension, which allows a separation according to functionality.",PPO,Spherisorb ODS2,THF–water,81.14 wt% THF,25.0,80 Å,2.0 ml/min,
[301] Tufail2017.pdf,10.1039/c7ra08804c,2017,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PMMA,PMMA,linear,liquid chromatography at critical conditions (LCCC) or critical adsorption point (CAP),Jupiter C18,C18,Reversed Phase,300 A,250 x 4.6 mm,"acetonitrile, tetrahydrofuran, trimethylamine",93/6/1,v/v,,False,,,30,0.5 mL min^-1,evaporative light scattering detector,explicit,explicit,explicit,liquid chromatography at critical conditions,PMMA,"Jupiter C18 300 A, 5 mm, 250 x 4.6 mm column (Phenomenex)","a mixture of acetonitrile (ACN), tetrahydrofuran (THF) and trimethylamine (TEA)",ACN/THF/TEA: 93/6/1 v/v,column temperature: 30 C,pore size 300 A,mobile phase was delivered at 0.5 mL min^-1,Used for analysis of block copolymers containing PMMA and PEO. PEO is non-critical under these conditions.
[301] Tufail2017.pdf,10.1039/c7ra08804c,2017,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PEG,PEG,linear,liquid chromatography at critical conditions,PerfectSil,silica,Normal Phase,300 A,250 x 4.6 mm,"tetrahydrofuran, N,N-dimethylformamide",97.5/2.5,v/v,,False,,,30,0.5 mL min^-1,evaporative light scattering detector,explicit,explicit,explicit,liquid chromatography at critical conditions,PEG,"PerfectSil 300 A, 250 x 4.6 mm column (MZ Analysentechnik, Germany)","a mixture of tetrahydrofuran (THF) and N,N-dimethylformamide (DMF)",THF/DMF: 97.5/2.5 (v/v),column temperature: 30 C,pore size 300 A,mobile phase was delivered at 0.5 mL min^-1,Used for analysis of block copolymers containing PMMA and PEO. PMMA is non-critical under these conditions.
[302] Abdul-Karim2019.pdf,10.1007/s13233-019-7128-y,2019,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PPEC,PPEC,linear,elution independent of molar mass,ZORBAX ODS,ODS,Reversed Phase,70 Å,250×4.6 mm,"acetonitrile, water, trimethylamine",92/7/1,v/v%,,False,,,30,0.5 mL/min,ELSD,explicit,explicit,explicit,"LCCC of PPEC was performed by using above HPLC instrueas ment with ZORBAX ODS, 70 Å pore, 5 µm particle, 250×4.6 mm EE GED a=» =D dimensions (Phenomenex, USA).",PPEC,"ZORBAX ODS, 70 Å pore, 5 µm particle, 250×4.6 mm EE GED a=» =D dimensions (Phenomenex, USA).",ACN and double deionizedwater with 1.0% trimethylamine (TEA) as an additive.,ACN/H 2 O/TEA: 92/7/1 (v/v%),column temperature: 30[o] C,70 Å pore,mobile phase flow rate was set at 0.5 mL/min,Established using PPEC homopolymers of varying molar masses (500 to 5000 g/mol).
[302] Abdul-Karim2019.pdf,10.1007/s13233-019-7128-y,2019,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PEG,PEG,linear,LCCC,PhenoSphere-Next 5u Sil,silica,Normal Phase,120 Å,250×4.6 mm,"THF, DMF",98.5/1.5,v/v%,,False,,,30,0.5 mL/min,ELSD,explicit,explicit,explicit,"LCCC of PEG was performed by using the HPLC instrument elaborated above with PhenoSphere-Next 5u Sil column, 120 Å pore, 5 µm particle, 250×4.6 mm dimensions (Phenomenex, USA).",PEG,"PhenoSphere-Next 5u Sil NP 120 Å, 5 µm, 250×4.6 mm column",THF and DMF,THF/DMF: 98.5/1.5 (v/v%),column temperature: 30[o] C,120 Å pore,mobile phase flow rate was set at 0.5 mL/min,Established using PEG homopolymers. Note: Elution volume is ahead of expected void volume due to hydroxyl end-group interaction.
[312] Malik2023.pdf,10.1039/d3ra05912j,2023,Muhammad Imran Malik,mimran.malik@iccs.edu; m. imran.malik1@gmail.com,"Third World Center for Science and Technology, H. E. J. Research Institute of Chemistry, International Center for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PCL,PCL,block copolymer,chromatographic critical point,ZORBAX ODS,ODS,Reversed Phase,70 Å,250 × 4.6 mm,"ACN, THF, TEA",82/17/01,V%,,False,,,30,0.5 mL min-1,ELSD,explicit,explicit,explicit,The approach requires establishment of chromatographic critical point (CCP) of each block that allows exclusion of the noncritical block.,PCL,"ZORBAX ODS, pore size 70 Å, particle size 5 mm, and column dimensions 250 × 4.6 mm (Phenomenex, USA).",ACN/THF/TEA,82/17/01 (V%),column temperature: 30 °C,pore size 70 Å,mobile phase was delivered at 0.5 mL min[−][1],Used to analyze P(Ep-TEGMME)2K-b-PCL block copolymers; PCL is at critical condition.
[312] Malik2023.pdf,10.1039/d3ra05912j,2023,Muhammad Imran Malik,mimran.malik@iccs.edu; m. imran.malik1@gmail.com,"Third World Center for Science and Technology, H. E. J. Research Institute of Chemistry, International Center for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",P(Ep-TEGMME),P(Ep-TEGMME),block copolymer,chromatographic critical point,Ultisil diol,diol,Normal Phase,120 Å,250 × 4.6 mm,"acetone, water",68/32,V%,,False,,,30,0.5 mL min-1,ELSD,explicit,explicit,explicit,The approach requires establishment of chromatographic critical point (CCP) of each block that allows exclusion of the noncritical block.,P(Ep-TEGMME),"Ultisil diol column, pore size 120 Å, particle size 5 mm, and column dimensions 250 × 4.6 mm (Welch, China).",acetone/water,68/32 (V%),column temperature: 30 °C,pore size 120 Å,mobile phase was delivered at 0.5 mL min[−][1],Used to analyze P(Ep-TEGMME)2K-b-PCL block copolymers; P(Ep-TEGMME) is at critical condition.
